,Synset,Tipo,Info
253,00018526-v,lemma,levantar-se
254,00018584-a,lemma,inaceitável
255,00018584-a,lemma,inadmissível
256,00018813-v,lemma,acordar
257,00018813-v,lemma,despertar
258,00018850-a,lemma,inaceitável
259,00019128-n,lemma,natureza
260,00019128-n,lemma,objeto natural
261,00019339-r,lemma,sempre
262,00019448-v,lemma,afetar
263,00019505-a,lemma,começ-$$$-capaz
264,00019613-n,lemma,substância
265,00019731-a,lemma,cômodo
266,00019731-a,lemma,prático
267,00019731-a,lemma,útil
268,00019792-v,lemma,atacar
269,00019874-a,lemma,inacessível
270,00019874-a,lemma,que não pode ser acessado
271,00019982-v,lemma,ulcerar
272,00020103-a,lemma,distante
273,00020103-a,lemma,inacessível
274,00020103-a,lemma,isolado
275,00020142-r,lemma,consecutivamente
276,00020142-r,lemma,sucessivamente
277,00020280-r,lemma,constantemente
278,00020280-r,lemma,continuamente
279,00020280-r,lemma,eternamente
280,00020280-r,lemma,incessantemente
281,00020280-r,lemma,perpetuamente
282,00020280-r,lemma,sempre
283,00020476-r,lemma,de forma constante
284,00020476-r,lemma,de forma contínua
285,00020476-r,lemma,invariavelmente
286,00020476-r,lemma,sempre
287,00020671-v,lemma,hipnotizar
288,00020671-v,lemma,mesmerizar
289,00020759-r,lemma,em tempo algum
290,00020759-r,lemma,jamais
291,00020759-r,lemma,nunca
292,00020787-a,lemma,prestável
293,00020827-n,lemma,matéria
294,00020827-n,lemma,substância
295,00021065-v,lemma,anestesiar
296,00021110-a,lemma,obsequioso
297,00021212-r,lemma,de quando em quando
298,00021212-r,lemma,de vez em quando
299,00021212-r,lemma,ocasionalmente
300,00021212-r,lemma,outrora
301,00021212-r,lemma,uma vez
302,00021212-r,lemma,vez por outra
303,00021265-n,lemma,alimento
304,00021265-n,lemma,comida
305,00021265-n,lemma,nutriente
306,00021734-n,lemma,Nutrientes
307,00021734-n,lemma,nutriente
308,00021766-a,lemma,acurado
309,00021766-a,lemma,exacto
310,00021766-a,lemma,exato
311,00021766-a,lemma,justo
312,00021766-a,lemma,preciso
313,00021878-r,lemma,as vezes
314,00021878-r,lemma,outrora
315,00021878-r,lemma,por vezes
316,00021878-r,lemma,uma vez
317,00021878-r,lemma,às vezes
318,00021939-n,lemma,artefato
319,00021939-n,lemma,produto
320,00021939-n,lemma,utensílio
321,00022131-r,lemma,ao longo de
322,00022131-r,lemma,daquela maneira
323,00022131-r,lemma,de acordo de
324,00022131-r,lemma,de que modo
325,00022131-r,lemma,desta maneira
326,00022131-r,lemma,enquanto
327,00022131-r,lemma,ingualmente
328,00022131-r,lemma,na qualidade de
329,00022131-r,lemma,pois que
330,00022131-r,lemma,qual
331,00022131-r,lemma,quão
332,00022131-r,lemma,relativamente a
333,00022131-r,lemma,segundo
334,00022131-r,lemma,tão
335,00022131-r,lemma,ídem
336,00022219-a,lemma,fiel
337,00022401-r,lemma,a muito tempo atrás
338,00022686-v,lemma,animar
339,00022686-v,lemma,energizar
340,00022686-v,lemma,estimular
341,00022686-v,lemma,excitar
342,00022829-r,lemma,praticamente
343,00022852-a,lemma,cirúrgico
344,00022903-n,lemma,artigo
345,00023074-r,lemma,em tal quantidade
346,00023074-r,lemma,tanto
347,00023100-n,lemma,característica psicológica
348,00023263-r,lemma,paradoxalmente
349,00023271-n,lemma,cognição
350,00023271-n,lemma,compreensão
351,00023271-n,lemma,conhecimento
352,00023271-n,lemma,noção
353,00023646-v,lemma,desfalecer
354,00023646-v,lemma,desmaiar
355,00023646-v,lemma,esvanecer
356,00023646-v,lemma,síncope
357,00023773-n,lemma,intenção
358,00023773-n,lemma,motivação
359,00023773-n,lemma,motivo
360,00023773-n,lemma,necessidade
361,00023854-a,lemma,equivocado
362,00023854-a,lemma,errado
363,00024047-v,lemma,acordar
364,00024073-r,lemma,não
365,00024139-a,lemma,infiel
366,00024264-n,lemma,atributo
367,00024264-n,lemma,característica
368,00024264-n,lemma,predicado
369,00024264-n,lemma,propriedade
370,00024279-v,lemma,dar ação
371,00024417-a,lemma,costumado
372,00024417-a,lemma,habituado
373,00024417-a,lemma,habitual
374,00024619-a,lemma,habituado
375,00024619-a,lemma,usual
376,00024649-v,lemma,refrescar
377,00024720-n,lemma,condição
378,00024720-n,lemma,estado
379,00024720-n,lemma,situação
380,00024814-v,lemma,refrescar
381,00024893-r,lemma,também não
382,00024893-r,lemma,um ou outro
383,00024996-a,lemma,novo
384,00025203-v,lemma,estressar
385,00025238-a,lemma,ácida
386,00025290-r,lemma,algures
