,Synset,Tipo,Info
328,00015388-n,fra:lemma,animal
329,00015388-n,fra:lemma,être
330,00015471-r,fra:lemma,bien
331,00015471-r,fra:lemma,alors
332,00015471-r,fra:lemma,comme ça
333,00015471-r,fra:lemma,proprement
334,00015471-r,fra:lemma,est bon
335,00015471-r,fra:lemma,bon
336,00015498-v,fra:lemma,sieste
337,00015589-a,fra:lemma,long
338,00015854-a,fra:lemma,abondant
339,00015860-r,fra:lemma,largement
340,00015946-v,fra:lemma,hiberner
341,00015953-r,fra:lemma,sérieusement
342,00015953-r,fra:lemma,gravement
343,00015953-r,fra:lemma,mal
344,00015953-r,fra:lemma,sévèrement
345,00016240-r,fra:lemma,mal
346,00016240-r,fra:lemma,mauvais
347,00016458-r,fra:lemma,mal
348,00016458-r,fra:lemma,mauvais
349,00016647-a,fra:lemma,vert
350,00016678-r,fra:lemma,malicieusement
351,00016678-r,fra:lemma,mal
352,00016756-a,fra:lemma,insuffisant
353,00016950-r,fra:lemma,mal
354,00017024-a,fra:lemma,rare
355,00017031-v,fra:lemma,vrombir
356,00017031-v,fra:lemma,ronfler
357,00017077-r,fra:lemma,pire
358,00017077-r,fra:lemma,pis
359,00017222-n,fra:lemma,végétal
360,00017222-n,fra:lemma,plante
361,00017222-n,fra:lemma,flore
362,00017282-v,fra:lemma,s'endormir
363,00017445-r,fra:lemma,voire
364,00017445-r,fra:lemma,encore
365,00017639-r,fra:lemma,encore
366,00017639-r,fra:lemma,même
367,00017782-a,fra:lemma,admissible
368,00017782-a,fra:lemma,acceptable
369,00017865-v,fra:lemma,lit
370,00017865-v,fra:lemma,se coucher
371,00017865-v,fra:lemma,pieuter
372,00018043-r,fra:lemma,même
373,00018069-a,fra:lemma,bancable
374,00018158-v,fra:lemma,se lever
375,00018158-v,fra:lemma,surgir
376,00018158-v,fra:lemma,devenir
377,00018158-v,fra:lemma,sursauter
378,00018526-v,fra:lemma,se réveiller
379,00018584-a,fra:lemma,inacceptable
380,00018781-r,fra:lemma,relativement
381,00018781-r,fra:lemma,suffisamment
382,00018781-r,fra:lemma,assez
383,00018813-v,fra:lemma,éveiller
384,00018813-v,fra:lemma,susciter
385,00018813-v,fra:lemma,réveiller
386,00018813-v,fra:lemma,hérisser
387,00018813-v,fra:lemma,se réveiller
388,00018813-v,fra:lemma,décevoir
389,00019131-a,fra:lemma,accessible
390,00019131-a,fra:lemma,abordable
391,00019181-r,fra:lemma,purement
392,00019339-r,fra:lemma,toujours
393,00019349-a,fra:lemma,abordable
394,00019448-v,fra:lemma,affecter
395,00019448-v,fra:lemma,léser
396,00019505-a,fra:lemma,abordable
397,00019731-a,fra:lemma,commode
398,00019731-a,fra:lemma,convenable
